id,leaf_length_cm,leaf_width_cm,color_score,species,tree_type
1738,12.366,3.747,0.63,Willow,Deciduous
1739,7.85,3.491,0.528,Birch,Deciduous
1740,5.719,3.041,0.599,Birch,Deciduous
1741,6.232,1.965,0.402,Pine,Coniferous
1742,10.981,5.352,0.662,Ash,Deciduous
1743,9.717,3.271,0.638,Willow,Deciduous
1744,5.681,2.316,0.661,Cherry,Deciduous
1745,6.142,2.423,0.491,Birch,Deciduous
1746,7.604,2.741,0.37,Pine,Coniferous
1747,13.59,3.614,0.672,Willow,Deciduous
1748,6.596,2.257,0.41,Cedar,Coniferous
1749,6.908,2.94,0.745,Cherry,Deciduous
1750,5.305,2.529,0.339,Pine,Coniferous
1751,11.102,4.798,0.677,Ash,Deciduous
1752,9.717,4.153,0.687,Poplar,Deciduous
1753,14.443,5.643,0.698,Oak,Deciduous
1754,12.816,3.269,0.667,Willow,Deciduous
1755,12.101,5.479,0.825,Oak,Deciduous
1756,9.766,4.204,0.59,Maple,Deciduous
1757,7.394,3.422,0.618,Birch,Deciduous
1758,10.811,6.567,0.775,Oak,Deciduous
1759,5.077,2.187,0.436,Pine,Coniferous
1760,7.792,4.684,0.628,Maple,Deciduous
1761,8.86,3.842,0.6,Birch,Deciduous
1762,10.278,5.486,0.598,Poplar,Deciduous
1763,9.011,4.054,0.612,Willow,Deciduous
1764,6.459,1.994,0.345,Cedar,Coniferous
1765,8.884,5.636,0.618,Poplar,Deciduous
1766,10.917,4.669,0.723,Ash,Deciduous
1767,5.701,2.99,0.359,Spruce,Coniferous
1768,6.02,2.198,0.336,Spruce,Coniferous
1769,9.942,4.25,0.678,Ash,Deciduous
1770,7.316,3.597,0.523,Birch,Deciduous
1771,8.06,6.428,0.793,Ash,Deciduous
1772,9.632,4.374,0.572,Poplar,Deciduous
1773,5.734,1.751,0.344,Spruce,Coniferous
1774,12.856,5.135,0.712,Oak,Deciduous
1775,6.621,2.364,0.598,Birch,Deciduous
1776,10.075,4.616,0.61,Poplar,Deciduous
1777,6.383,2.912,0.4,Pine,Coniferous
1778,5.39,2.372,0.337,Spruce,Coniferous
1779,8.693,2.439,0.552,Birch,Deciduous
1780,6.396,2.184,0.328,Spruce,Coniferous
1781,11.648,4.214,0.675,Willow,Deciduous
1782,5.953,2.768,0.368,Spruce,Coniferous
1783,10.365,5.064,0.735,Ash,Deciduous
1784,4.643,2.083,0.312,Spruce,Coniferous
1785,5.191,2.427,0.297,Cedar,Coniferous
1786,5.565,2.342,0.438,Pine,Coniferous
1787,8.085,2.491,0.594,Birch,Deciduous
1788,11.116,6.497,0.834,Oak,Deciduous
1789,5.77,1.76,0.303,Cedar,Coniferous
1790,6.315,2.128,0.403,Cedar,Coniferous
1791,9.535,4.788,0.75,Ash,Deciduous
1792,7.149,2.496,0.337,Pine,Coniferous
1793,6.317,2.61,0.368,Spruce,Coniferous
1794,11.007,6.246,0.756,Oak,Deciduous
1795,5.848,1.597,0.39,Cedar,Coniferous
1796,8.031,2.905,0.469,Birch,Deciduous
1797,8.008,4.158,0.613,Maple,Deciduous
1798,5.238,2.374,0.383,Pine,Coniferous
1799,5.794,3.355,0.73,Cherry,Deciduous
1800,5.234,2.663,0.346,Cedar,Coniferous
1801,6.993,2.404,0.43,Pine,Coniferous
1802,6.171,2.645,0.323,Spruce,Coniferous
1803,14.254,6.486,0.81,Oak,Deciduous
1804,6.9,3.742,0.742,Poplar,Deciduous
1805,5.223,2.978,0.354,Pine,Coniferous
1806,12.015,8.106,0.722,Oak,Deciduous
1807,13.648,4.979,0.757,Oak,Deciduous
1808,5.986,2.134,0.355,Cedar,Coniferous
1809,12.008,6.546,0.749,Oak,Deciduous
1810,8.702,3.613,0.628,Willow,Deciduous
1811,13.132,4.469,0.753,Ash,Deciduous
1812,7.062,2.28,0.363,Cedar,Coniferous
1813,4.438,2.381,0.379,Spruce,Coniferous
1814,9.892,4.618,0.671,Ash,Deciduous
1815,5.791,3.047,0.697,Cherry,Deciduous
1816,7.247,3.039,0.425,Birch,Deciduous
1817,9.093,5.051,0.714,Ash,Deciduous
1818,6.542,2.835,0.474,Birch,Deciduous
1819,6.479,1.664,0.321,Cedar,Coniferous
1820,4.581,2.422,0.468,Pine,Coniferous
1821,10.046,4.011,0.701,Maple,Deciduous
1822,6.395,1.969,0.398,Cedar,Coniferous
1823,5.89,2.146,0.386,Spruce,Coniferous
1824,13.633,7.404,0.702,Oak,Deciduous
1825,7.642,4.468,0.651,Poplar,Deciduous
1826,6.499,3.072,0.381,Pine,Coniferous
1827,11.669,5.446,0.736,Oak,Deciduous
1828,12.233,5.244,0.629,Ash,Deciduous
1829,6.719,2.69,0.331,Spruce,Coniferous
1830,6.632,3.626,0.585,Birch,Deciduous
1831,10.303,4.414,0.591,Maple,Deciduous
1832,8.018,2.872,0.568,Birch,Deciduous
1833,11.428,4.286,0.516,Poplar,Deciduous
1834,8.598,3.119,0.546,Maple,Deciduous
1835,4.301,1.961,0.354,Cedar,Coniferous
1836,6.79,2.737,0.686,Cherry,Deciduous
1837,6.433,2.333,0.315,Cedar,Coniferous
1838,6.056,2.835,0.593,Birch,Deciduous
1839,4.852,1.313,0.343,Cedar,Coniferous
1840,6.56,2.191,0.304,Spruce,Coniferous
1841,5.91,2.84,0.428,Spruce,Coniferous
1842,13.029,7.731,0.716,Oak,Deciduous
1843,8.166,3.18,0.44,Birch,Deciduous
1844,12.825,5.295,0.688,Ash,Deciduous
1845,5.535,2.176,0.428,Cedar,Coniferous
1846,4.413,2.829,0.434,Cedar,Coniferous
1847,7.05,3.105,0.638,Cherry,Deciduous
1848,10.375,6.116,0.701,Ash,Deciduous
1849,6.418,4.084,0.632,Poplar,Deciduous
1850,6.112,3.463,0.675,Cherry,Deciduous
1851,8.192,2.666,0.648,Cherry,Deciduous
1852,8.797,4.365,0.594,Poplar,Deciduous
1853,6.992,2.713,0.639,Cherry,Deciduous
1854,9.985,5.31,0.654,Ash,Deciduous
1855,5.449,2.724,0.605,Cherry,Deciduous
1856,4.982,1.969,0.802,Cherry,Deciduous
1857,12.55,7.252,0.816,Oak,Deciduous
1858,9.726,5.162,0.629,Ash,Deciduous
1859,4.634,1.789,0.386,Cedar,Coniferous
1860,6.071,2.969,0.448,Pine,Coniferous
1861,5.894,2.376,0.402,Cedar,Coniferous
1862,4.295,1.939,0.423,Spruce,Coniferous
1863,5.649,2.607,0.397,Pine,Coniferous
1864,8.401,3.633,0.743,Cherry,Deciduous
1865,7.375,3.531,0.511,Birch,Deciduous
1866,5.989,3.042,0.642,Cherry,Deciduous
1867,4.526,2.44,0.337,Cedar,Coniferous
1868,13.714,6.606,0.734,Oak,Deciduous
1869,9.109,6.002,0.691,Ash,Deciduous
1870,10.71,3.133,0.751,Willow,Deciduous
1871,6.952,1.845,0.411,Pine,Coniferous
1872,5.773,1.076,0.314,Spruce,Coniferous
1873,9.073,1.853,0.689,Willow,Deciduous
1874,5.292,3.244,0.665,Cherry,Deciduous
1875,11.018,3.133,0.58,Willow,Deciduous
1876,12.187,5.133,0.785,Ash,Deciduous
1877,10.463,4.315,0.65,Willow,Deciduous
1878,8.854,3.847,0.596,Poplar,Deciduous
1879,4.282,2.965,0.674,Cherry,Deciduous
1880,7.201,2.465,0.463,Birch,Deciduous
1881,8.852,4.12,0.628,Poplar,Deciduous
1882,10.481,5.3,0.789,Oak,Deciduous
1883,8.158,2.971,0.616,Birch,Deciduous
1884,9.235,4.505,0.637,Ash,Deciduous
1885,8.87,5.256,0.633,Ash,Deciduous
1886,5.744,1.783,0.369,Pine,Coniferous
1887,9.88,4.716,0.625,Ash,Deciduous
1888,8.71,3.799,0.553,Poplar,Deciduous
1889,7.279,2.66,0.607,Cherry,Deciduous
1890,5.998,2.561,0.344,Cedar,Coniferous
1891,4.793,2.353,0.384,Cedar,Coniferous
1892,9.699,7.106,0.717,Oak,Deciduous
1893,11.878,2.882,0.595,Poplar,Deciduous
1894,7.561,3.152,0.321,Pine,Coniferous
1895,11.995,2.692,0.691,Willow,Deciduous
1896,6.35,1.672,0.343,Cedar,Coniferous
1897,10.291,4.15,0.646,Maple,Deciduous
1898,8.019,2.767,0.555,Birch,Deciduous
1899,5.105,3.008,0.334,Spruce,Coniferous
1900,6.305,2.943,0.526,Birch,Deciduous
1901,11.185,5.492,0.721,Ash,Deciduous
1902,8.617,3.401,0.596,Maple,Deciduous
1903,6.541,3.004,0.507,Birch,Deciduous
1904,8.614,4.602,0.588,Poplar,Deciduous
1905,9.093,2.949,0.62,Birch,Deciduous
1906,11.198,4.24,0.625,Ash,Deciduous
1907,14.031,6.951,0.779,Oak,Deciduous
1908,4.533,3.507,0.314,Spruce,Coniferous
1909,8.166,4.29,0.75,Ash,Deciduous
1910,11.681,4.109,0.521,Poplar,Deciduous
1911,7.686,2.167,0.686,Cherry,Deciduous
1912,5.747,2.914,0.392,Cedar,Coniferous
1913,8.455,3.892,0.601,Birch,Deciduous
1914,6.012,2.318,0.272,Spruce,Coniferous
1915,5.694,2.237,0.324,Spruce,Coniferous
1916,5.007,1.893,0.442,Cedar,Coniferous
1917,9.192,3.765,0.661,Maple,Deciduous
1918,6.899,2.146,0.653,Cherry,Deciduous
1919,12.788,3.305,0.636,Willow,Deciduous
1920,8.441,2.939,0.721,Maple,Deciduous
1921,5.193,2.978,0.403,Pine,Coniferous
1922,7.151,2.043,0.466,Pine,Coniferous
1923,7.675,3.121,0.706,Cherry,Deciduous
1924,10.538,4.294,0.871,Ash,Deciduous
1925,13.219,6.462,0.781,Oak,Deciduous
1926,5.415,2.032,0.351,Cedar,Coniferous
1927,9.484,4.92,0.549,Maple,Deciduous
1928,8.228,4.929,0.558,Maple,Deciduous
1929,6.743,3.006,0.732,Cherry,Deciduous
1930,10.086,4.126,0.713,Ash,Deciduous
1931,11.85,3.429,0.695,Willow,Deciduous
1932,9.441,4.536,0.678,Maple,Deciduous
1933,4.973,1.9,0.408,Pine,Coniferous
1934,10.987,4.374,0.701,Ash,Deciduous
1935,5.409,2.478,0.371,Cedar,Coniferous
1936,6.987,3.222,0.709,Cherry,Deciduous
1937,10.519,4.37,0.564,Maple,Deciduous
1938,8.977,3.428,0.602,Maple,Deciduous
1939,8.309,3.478,0.57,Birch,Deciduous
1940,12.386,6.057,0.754,Oak,Deciduous
1941,10.672,3.639,0.618,Poplar,Deciduous
1942,13.09,3.021,0.682,Willow,Deciduous
1943,5.852,1.752,0.343,Cedar,Coniferous
1944,5.382,3.076,0.348,Spruce,Coniferous
1945,7.149,3.548,0.507,Birch,Deciduous
1946,4.954,2.57,0.363,Spruce,Coniferous
1947,4.336,2.731,0.404,Cedar,Coniferous
1948,7.831,3.718,0.606,Maple,Deciduous
1949,6.927,2.944,0.6,Poplar,Deciduous
1950,6.578,1.994,0.355,Spruce,Coniferous
1951,3.33,2.533,0.381,Cedar,Coniferous
1952,7.424,4.286,0.437,Birch,Deciduous
1953,6.445,2.022,0.513,Birch,Deciduous
1954,10.434,3.781,0.512,Poplar,Deciduous
1955,10.661,5.374,0.71,Ash,Deciduous
1956,5.958,3.917,0.721,Cherry,Deciduous
1957,5.364,2.862,0.399,Pine,Coniferous
1958,9.575,2.645,0.65,Willow,Deciduous
1959,9.859,4.633,0.633,Ash,Deciduous
1960,9.702,5.763,0.718,Ash,Deciduous
1961,9.571,5.838,0.852,Ash,Deciduous
1962,11.837,6.133,0.703,Oak,Deciduous
1963,5.323,2.176,0.339,Pine,Coniferous
1964,8.648,4.62,0.683,Ash,Deciduous
1965,8.18,2.305,0.562,Birch,Deciduous
1966,9.978,3.835,0.65,Poplar,Deciduous
1967,10.791,3.938,0.643,Maple,Deciduous
1968,6.931,2.574,0.59,Birch,Deciduous
1969,13.453,5.825,0.716,Oak,Deciduous
1970,5.521,2.557,0.387,Pine,Coniferous
1971,7.45,3.247,0.625,Cherry,Deciduous
1972,12.498,4.241,0.703,Ash,Deciduous
1973,5.424,1.716,0.423,Spruce,Coniferous
1974,9.732,5.265,0.636,Poplar,Deciduous
1975,5.18,2.392,0.576,Birch,Deciduous
1976,10.019,6.875,0.761,Oak,Deciduous
1977,12.26,5.112,0.799,Oak,Deciduous
1978,8.146,2.184,0.371,Spruce,Coniferous
1979,7.746,4.304,0.717,Ash,Deciduous
1980,9.419,3.896,0.855,Ash,Deciduous
1981,5.462,2.257,0.351,Spruce,Coniferous
1982,7.515,3.513,0.536,Birch,Deciduous
1983,6.602,2.877,0.369,Cedar,Coniferous
1984,6.126,3.56,0.693,Cherry,Deciduous
1985,4.37,2.018,0.406,Cedar,Coniferous
1986,9.515,4.871,0.642,Maple,Deciduous
1987,7.964,2.437,0.407,Spruce,Coniferous
1988,12.257,6.456,0.77,Oak,Deciduous
1989,11.475,4.146,0.601,Maple,Deciduous
1990,7.772,4.134,0.632,Poplar,Deciduous
1991,8.828,2.855,0.644,Willow,Deciduous
1992,6.496,2.867,0.608,Cherry,Deciduous
1993,9.728,4.341,0.684,Oak,Deciduous
1994,8.266,3.176,0.587,Birch,Deciduous
1995,12.756,5.598,0.763,Oak,Deciduous
1996,9.889,5.775,0.791,Oak,Deciduous
1997,11.245,3.219,0.561,Willow,Deciduous
1998,6.626,2.162,0.373,Pine,Coniferous
1999,12.484,5.96,0.746,Oak,Deciduous
2000,12.293,3.37,0.711,Willow,Deciduous
2001,8.584,4.191,0.681,Poplar,Deciduous
2002,6.211,3.087,0.381,Pine,Coniferous
2003,12.808,4.061,0.784,Oak,Deciduous
2004,11.28,4.529,0.644,Maple,Deciduous
2005,5.962,3.369,0.597,Cherry,Deciduous
2006,6.437,4.446,0.618,Maple,Deciduous
2007,5.516,2.623,0.712,Cherry,Deciduous
2008,11.396,3.835,0.638,Willow,Deciduous
2009,8.371,2.756,0.43,Birch,Deciduous
2010,6.599,3.134,0.552,Birch,Deciduous
2011,6.662,2.992,0.403,Pine,Coniferous
2012,6.438,2.255,0.346,Spruce,Coniferous
2013,8.494,3.051,0.505,Birch,Deciduous
2014,9.687,3.47,0.654,Poplar,Deciduous
2015,7.242,3.995,0.667,Poplar,Deciduous
2016,7.342,3.128,0.586,Birch,Deciduous
2017,5.741,2.611,0.417,Pine,Coniferous
2018,9.856,3.514,0.622,Willow,Deciduous
2019,8.437,3.906,0.694,Poplar,Deciduous
2020,9.029,4.894,0.555,Maple,Deciduous
2021,9.766,4.037,0.623,Poplar,Deciduous
2022,8.501,4.708,0.679,Ash,Deciduous
2023,5.796,2.651,0.43,Spruce,Coniferous
2024,10.239,4.29,0.582,Poplar,Deciduous
2025,6.193,2.435,0.681,Cherry,Deciduous
2026,6.695,1.944,0.316,Spruce,Coniferous
2027,11.496,5.075,0.578,Poplar,Deciduous
2028,10.143,5.437,0.712,Oak,Deciduous
2029,8.829,4.562,0.658,Ash,Deciduous
2030,10.458,4.101,0.603,Poplar,Deciduous
2031,8.963,4.086,0.702,Willow,Deciduous
2032,6.948,2.8,0.623,Cherry,Deciduous
2033,10.919,3.771,0.703,Ash,Deciduous
2034,5.627,1.112,0.665,Cherry,Deciduous
2035,9.963,4.301,0.675,Willow,Deciduous
2036,6.208,2.436,0.42,Pine,Coniferous
2037,11.246,4.546,0.631,Poplar,Deciduous
2038,5.705,1.959,0.684,Cherry,Deciduous
2039,6.675,2.086,0.317,Spruce,Coniferous
2040,7.269,3.523,0.531,Birch,Deciduous
2041,12.076,4.424,0.67,Ash,Deciduous
2042,5.674,2.521,0.406,Spruce,Coniferous
2043,7.437,2.744,0.504,Birch,Deciduous
2044,7.919,2.085,0.662,Cherry,Deciduous
2045,11.815,3.944,0.729,Willow,Deciduous
2046,6.818,5.261,0.741,Ash,Deciduous
2047,11.223,5.674,0.671,Oak,Deciduous
2048,6.191,2.048,0.381,Cedar,Coniferous
2049,7.7,2.367,0.46,Spruce,Coniferous
2050,5.982,2.692,0.695,Cherry,Deciduous
2051,7.472,3.419,0.685,Cherry,Deciduous
2052,11.281,5.866,0.594,Maple,Deciduous
2053,4.509,2.16,0.44,Pine,Coniferous
2054,9.934,2.913,0.74,Willow,Deciduous
2055,10.908,3.81,0.664,Willow,Deciduous
2056,6.243,2.389,0.427,Spruce,Coniferous
2057,11.21,5.574,0.723,Ash,Deciduous
2058,9.228,5.411,0.704,Ash,Deciduous
2059,10.436,2.571,0.672,Willow,Deciduous
2060,7.345,3.32,0.372,Pine,Coniferous
2061,13.917,6.519,0.802,Oak,Deciduous
2062,5.903,2.111,0.317,Spruce,Coniferous
2063,10.881,5.314,0.645,Ash,Deciduous
2064,5.807,2.795,0.296,Spruce,Coniferous
2065,6.775,2.737,0.376,Pine,Coniferous
2066,8.419,3.034,0.638,Birch,Deciduous
2067,9.268,4.521,0.614,Maple,Deciduous
2068,5.435,3.317,0.475,Pine,Coniferous
2069,7.264,2.412,0.535,Cherry,Deciduous
2070,12.008,6.271,0.807,Oak,Deciduous
2071,8.76,3.651,0.679,Poplar,Deciduous
2072,6.566,3.324,0.392,Spruce,Coniferous
2073,5.995,3.689,0.717,Cherry,Deciduous
2074,6.837,2.864,0.528,Cherry,Deciduous
2075,5.327,2.035,0.373,Cedar,Coniferous
2076,11.917,5.179,0.786,Oak,Deciduous
2077,9.047,5.321,0.723,Ash,Deciduous
2078,8.088,2.835,0.439,Birch,Deciduous
2079,10.527,3.714,0.595,Poplar,Deciduous
2080,9.699,4.506,0.744,Willow,Deciduous
2081,9.654,4.111,0.616,Willow,Deciduous
2082,7.041,2.363,0.581,Birch,Deciduous
2083,8.573,3.994,0.586,Willow,Deciduous
2084,7.815,3.997,0.582,Maple,Deciduous
2085,9.867,4.308,0.599,Maple,Deciduous
2086,12.711,4.964,0.809,Oak,Deciduous
2087,6.16,2.995,0.336,Pine,Coniferous
2088,6.835,3.356,0.649,Cherry,Deciduous
2089,4.585,2.123,0.334,Cedar,Coniferous
2090,6.065,2.903,0.408,Pine,Coniferous
2091,5.64,2.344,0.365,Spruce,Coniferous
2092,7.462,3.208,0.555,Birch,Deciduous
2093,6.751,3.144,0.651,Cherry,Deciduous
2094,9.169,5.656,0.565,Maple,Deciduous
2095,10.507,4.282,0.618,Poplar,Deciduous
2096,5.501,2.088,0.361,Cedar,Coniferous
2097,10.321,3.895,0.518,Maple,Deciduous
2098,5.496,2.322,0.351,Spruce,Coniferous
2099,8.14,2.798,0.618,Maple,Deciduous
2100,8.781,3.362,0.516,Birch,Deciduous
2101,5.188,2.178,0.306,Spruce,Coniferous
2102,9.447,4.151,0.667,Ash,Deciduous
2103,6.436,2.571,0.697,Cherry,Deciduous
2104,7.668,2.915,0.547,Birch,Deciduous
2105,10.378,4.013,0.576,Maple,Deciduous
2106,11.817,3.79,0.684,Poplar,Deciduous
2107,8.965,3.96,0.588,Maple,Deciduous
2108,10.674,5.57,0.622,Ash,Deciduous
2109,6.401,2.475,0.389,Spruce,Coniferous
2110,5.48,2.965,0.585,Birch,Deciduous
2111,10.433,4.11,0.772,Ash,Deciduous
2112,4.547,2.528,0.378,Cedar,Coniferous
2113,10.776,5.115,0.798,Oak,Deciduous
2114,5.852,2.279,0.292,Spruce,Coniferous
2115,9.2,3.991,0.574,Poplar,Deciduous
2116,5.776,2.055,0.428,Pine,Coniferous
2117,5.52,2.27,0.376,Spruce,Coniferous
2118,11.166,5.286,0.655,Ash,Deciduous
2119,11.969,6.667,0.713,Oak,Deciduous
2120,11.079,4.163,0.564,Maple,Deciduous
2121,5.577,3.488,0.389,Spruce,Coniferous
2122,10.632,6.475,0.655,Ash,Deciduous
2123,11.437,3.594,0.68,Willow,Deciduous
2124,9.468,4.538,0.605,Poplar,Deciduous
2125,9.798,3.501,0.618,Willow,Deciduous
2126,7.713,3.963,0.556,Maple,Deciduous
2127,7.008,3.003,0.721,Cherry,Deciduous
2128,9.221,5.095,0.679,Poplar,Deciduous
2129,6.833,2.654,0.541,Birch,Deciduous
2130,11.072,4.754,0.603,Poplar,Deciduous
2131,8.15,2.656,0.652,Willow,Deciduous
2132,8.564,4.432,0.697,Poplar,Deciduous
2133,11.37,4.741,0.527,Poplar,Deciduous
2134,9.107,4.644,0.605,Maple,Deciduous
2135,9.91,3.702,0.643,Willow,Deciduous
2136,6.085,2.757,0.348,Spruce,Coniferous
2137,10.765,4.469,0.65,Ash,Deciduous
2138,9.118,3.842,0.544,Poplar,Deciduous
2139,9.343,3.542,0.597,Maple,Deciduous
2140,6.218,1.529,0.318,Spruce,Coniferous
2141,5.674,3.442,0.701,Cherry,Deciduous
2142,7.747,2.567,0.678,Cherry,Deciduous
2143,5.747,1.505,0.343,Spruce,Coniferous
2144,7.653,2.898,0.745,Cherry,Deciduous
2145,6.222,1.712,0.617,Cherry,Deciduous
2146,7.096,2.44,0.606,Birch,Deciduous
2147,5.492,2.354,0.357,Pine,Coniferous
2148,12.17,8.048,0.718,Oak,Deciduous
2149,8.142,4.511,0.741,Ash,Deciduous
2150,9.172,4.611,0.665,Maple,Deciduous
2151,12.064,4.353,0.564,Poplar,Deciduous
2152,3.862,2.419,0.369,Spruce,Coniferous
2153,7.138,6.414,0.752,Oak,Deciduous
2154,8.369,2.506,0.705,Cherry,Deciduous
2155,6.704,2.577,0.554,Birch,Deciduous
2156,9.527,4.712,0.67,Poplar,Deciduous
2157,6.357,2.046,0.342,Spruce,Coniferous
2158,9.444,4.487,0.638,Maple,Deciduous
2159,7.121,2.763,0.327,Spruce,Coniferous
2160,15.2,5.972,0.762,Oak,Deciduous
2161,12.107,3.244,0.628,Maple,Deciduous
2162,9.094,3.98,0.702,Ash,Deciduous
2163,8.851,3.307,0.533,Birch,Deciduous
2164,10.005,3.675,0.656,Willow,Deciduous
2165,5.911,2.545,0.425,Pine,Coniferous
2166,7.786,4.064,0.644,Poplar,Deciduous
2167,9.667,4.251,0.702,Willow,Deciduous
2168,10.823,3.77,0.679,Ash,Deciduous
2169,9.722,3.753,0.608,Poplar,Deciduous
2170,6.724,2.114,0.369,Cedar,Coniferous
2171,10.313,5.091,0.621,Poplar,Deciduous
2172,7.358,3.447,0.515,Birch,Deciduous
2173,9.524,3.357,0.568,Maple,Deciduous
2174,3.914,2.5,0.262,Cedar,Coniferous
2175,10.519,4.522,0.761,Ash,Deciduous
2176,7.585,2.826,0.562,Birch,Deciduous
2177,9.321,2.643,0.545,Birch,Deciduous
2178,5.103,2.864,0.368,Spruce,Coniferous
2179,10.528,6.395,0.778,Oak,Deciduous
2180,10.693,3.089,0.681,Maple,Deciduous
2181,9.899,3.916,0.708,Ash,Deciduous
2182,6.626,2.987,0.419,Pine,Coniferous
2183,5.32,2.222,0.408,Pine,Coniferous
2184,7.49,3.575,0.495,Birch,Deciduous
2185,7.596,4.091,0.651,Maple,Deciduous
2186,5.73,2.849,0.67,Cherry,Deciduous
2187,8.303,4.68,0.615,Maple,Deciduous
2188,4.936,2.466,0.42,Pine,Coniferous
2189,9.121,2.767,0.685,Willow,Deciduous
2190,9.863,5.61,0.794,Oak,Deciduous
2191,10.404,3.773,0.609,Willow,Deciduous
2192,11.547,2.764,0.585,Willow,Deciduous
2193,6.131,2.205,0.412,Pine,Coniferous
2194,10.808,5.537,0.765,Ash,Deciduous
2195,7.502,2.591,0.581,Birch,Deciduous
2196,6.803,2.437,0.568,Maple,Deciduous
2197,5.226,2.463,0.369,Pine,Coniferous
2198,5.209,1.656,0.419,Spruce,Coniferous
2199,9.011,2.872,0.696,Willow,Deciduous
2200,4.264,2.273,0.344,Cedar,Coniferous
2201,5.66,2.317,0.375,Pine,Coniferous
2202,8.093,2.536,0.536,Birch,Deciduous
2203,11.903,3.697,0.672,Willow,Deciduous
2204,10.95,7.477,0.853,Oak,Deciduous
2205,8.839,4.92,0.568,Maple,Deciduous
2206,9.149,6.388,0.599,Ash,Deciduous
2207,9.891,2.933,0.563,Maple,Deciduous
2208,8.606,3.866,0.539,Birch,Deciduous
2209,11.286,3.224,0.624,Willow,Deciduous
2210,9.395,3.847,0.587,Poplar,Deciduous
2211,6.902,3.33,0.571,Maple,Deciduous
2212,5.972,2.231,0.379,Spruce,Coniferous
2213,6.126,2.287,0.396,Pine,Coniferous
2214,10.093,3.674,0.602,Poplar,Deciduous
2215,8.768,3.841,0.749,Maple,Deciduous
2216,13.564,5.082,0.803,Ash,Deciduous
2217,8.03,5.116,0.72,Ash,Deciduous
2218,10.943,5.189,0.764,Ash,Deciduous
2219,9.655,2.925,0.525,Birch,Deciduous
2220,7.713,3.955,0.506,Maple,Deciduous
2221,8.88,3.508,0.549,Maple,Deciduous
2222,6.038,2.042,0.295,Spruce,Coniferous
2223,6.566,2.931,0.739,Cherry,Deciduous
2224,10.759,6.54,0.774,Oak,Deciduous
2225,13.188,2.648,0.693,Willow,Deciduous
2226,12.497,3.743,0.725,Willow,Deciduous
2227,11.906,4.842,0.718,Oak,Deciduous
2228,6.314,2.719,0.46,Birch,Deciduous
2229,5.919,2.776,0.584,Cherry,Deciduous
2230,10.564,3.37,0.621,Poplar,Deciduous
2231,5.819,1.637,0.353,Cedar,Coniferous
2232,6.344,3.058,0.531,Birch,Deciduous
2233,4.57,2.296,0.354,Cedar,Coniferous
2234,5.223,1.35,0.338,Cedar,Coniferous
2235,6.739,3.53,0.556,Birch,Deciduous
2236,8.556,3.45,0.687,Maple,Deciduous
2237,10.753,5.696,0.708,Ash,Deciduous
2238,9.106,3.436,0.589,Maple,Deciduous
2239,12.321,4.874,0.716,Oak,Deciduous
2240,6.816,2.242,0.728,Cherry,Deciduous
2241,4.746,1.976,0.316,Spruce,Coniferous
2242,10.404,4.879,0.62,Poplar,Deciduous
2243,7.946,4.525,0.554,Maple,Deciduous
2244,5.214,2.168,0.343,Cedar,Coniferous
2245,6.07,3.118,0.657,Cherry,Deciduous
2246,4.981,2.467,0.369,Spruce,Coniferous
2247,7.864,3.027,0.696,Cherry,Deciduous
2248,10.279,3.606,0.609,Poplar,Deciduous
2249,5.615,2.349,0.322,Cedar,Coniferous
2250,11.465,4.531,0.642,Poplar,Deciduous
2251,4.154,1.934,0.396,Spruce,Coniferous
2252,13.857,5.575,0.701,Oak,Deciduous
2253,10.144,4.03,0.674,Maple,Deciduous
2254,8.927,3.112,0.495,Birch,Deciduous
2255,12.513,6.527,0.691,Oak,Deciduous
2256,6.555,2.816,0.395,Cedar,Coniferous
2257,9.142,5.119,0.763,Ash,Deciduous
2258,7.152,2.883,0.286,Pine,Coniferous
2259,12.133,3.003,0.588,Willow,Deciduous
2260,4.989,2.99,0.673,Cherry,Deciduous
2261,5.998,2.37,0.398,Pine,Coniferous
2262,5.463,2.275,0.427,Cedar,Coniferous
2263,10.409,4.883,0.73,Poplar,Deciduous
2264,6.093,2.333,0.346,Cedar,Coniferous
2265,10.567,5.06,0.67,Poplar,Deciduous
2266,7.904,2.746,0.681,Cherry,Deciduous
2267,11.164,3.726,0.666,Poplar,Deciduous
2268,6.41,2.739,0.403,Pine,Coniferous
2269,8.174,5.388,0.67,Ash,Deciduous
2270,5.294,2.919,0.36,Spruce,Coniferous
2271,7.792,2.57,0.319,Pine,Coniferous
2272,5.849,2.263,0.335,Cedar,Coniferous
2273,4.832,2.18,0.376,Spruce,Coniferous
2274,9.889,5.217,0.615,Ash,Deciduous
2275,7.824,3.322,0.531,Birch,Deciduous
2276,10.201,4.245,0.62,Maple,Deciduous
2277,10.673,3.319,0.612,Willow,Deciduous
2278,10.955,4.23,0.745,Ash,Deciduous
2279,8.582,1.926,0.386,Pine,Coniferous
2280,5.323,3.054,0.39,Cedar,Coniferous
2281,8.842,4.401,0.515,Maple,Deciduous
2282,9.572,4.407,0.571,Poplar,Deciduous
2283,8.103,2.537,0.528,Maple,Deciduous
2284,15.472,5.437,0.701,Oak,Deciduous
2285,7.514,3.068,0.569,Birch,Deciduous
2286,6.181,1.607,0.378,Cedar,Coniferous
